edge_operator,checkpoint,checkpoint_epoch,condition,person_ap,person_ap50,person_ap75,person_ar100,person_recall_iou50_conf025,person_recall_iou75_conf025,precision_iou50_conf025,f1_iou50_conf025,mean_matched_iou,mean_gt_iou_with_misses,fp_per_image_conf025,failure_rate
laplacian,best_seen_map,5,clean,0.5257751900241822,0.7678688631681894,0.5597811664907637,0.6424329590795211,0.6741185023627771,0.5448018902217375,0.735620785402618,0.7035280728376327,0.8433184623718262,0.5717291831970215,0.5383683360258481,
laplacian,best_seen_map,5,seen,0.5324287925261322,0.7637558211757653,0.5689981888396346,0.6462002412545236,0.6802071973827699,0.5556161395856052,0.7119079322807685,0.6956966260804907,0.8475334644317627,0.5799568295478821,0.6116720516962844,0.021029927204098138
laplacian,best_seen_map,5,unseen,0.5344727960297642,0.7646037139090485,0.5703521377141357,0.6469518418854969,0.6822064703744093,0.556979280261723,0.7132541567695962,0.6973849226624553,0.8477009534835815,0.5815647840499878,0.6094507269789984,0.019142626044756
