edge_operator,checkpoint,checkpoint_epoch,condition,person_ap,person_ap50,person_ap75,person_ar100,person_recall_iou50_conf025,person_recall_iou75_conf025,precision_iou50_conf025,f1_iou50_conf025,mean_matched_iou,mean_gt_iou_with_misses,fp_per_image_conf025,failure_rate
sobel,best_seen_map,5,clean,0.5253324862848345,0.7679151676172393,0.5600714148033568,0.6428876310661594,0.6728462377317339,0.5437113776808433,0.7358378056052475,0.7029336371404159,0.8431141376495361,0.5705237984657288,0.5367528271405493,
sobel,best_seen_map,5,seen,0.5300700496015737,0.7636237769518649,0.5662639733851529,0.6467848195230583,0.6790258087968012,0.5523446019629226,0.7134536427002769,0.6958141267402337,0.8462958931922913,0.5779457092285156,0.6060177705977383,0.017828200972447326
sobel,best_seen_map,5,unseen,0.5360080094277812,0.7670065267789659,0.5728713387736045,0.649772664006681,0.6849327517266448,0.5607960741548528,0.7138662625497253,0.6991002689917447,0.8478729128837585,0.5841699242591858,0.6100565428109854,0.01769313884386818
